title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies,revenue,runtime,profit
Your Name.,2016-08-26,"['Romance', 'Animation', 'Drama']",Japanese,8.5,9777,139.896,0,"['CoMix Wave Films', 'TOHO', 'KADOKAWA', 'East Japan Marketing & Communications', 'AMUSE', 'voque ting', 'Lawson Entertainment', '4Kids Entertainment']",357986087,106,357986087
Cop Secret,2022-05-23,"['Comedy', 'Action', 'Thriller']",Icelandic,6.2,74,139.738,0,"['Pegasus Pictures', 'Stöð 2', 'SamFilm']",0,100,0
Super Mario Bros.,1993-05-28,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Science Fiction']",English,4.3,1098,124.391,48000000,"['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Allied Filmmakers', 'Lightmotive']",20915465,104,-27084535
Cruella,2021-05-26,"['Comedy', 'Crime']",English,8.1,8158,112.862,200000000,"['Walt Disney Pictures', 'Gunn Films', 'Marc Platt Productions']",233503234,134,33503234
Perfect Addiction,2023-02-16,"['Drama', 'Romance', 'Action']",English,6.6,105,159.719,0,"['Constantin Film', 'JB Pictures', 'Spark Productions', 'Wattpad WEBTOON Studios']",0,97,0
"Lyle, Lyle, Crocodile",2022-10-07,"['Comedy', 'Family', 'Music']",English,7.4,407,130.007,50000000,"['Hutch Parker Entertainment', 'Speck Gordon', 'Eagle Pictures', 'TSG Entertainment', 'Columbia Pictures', 'Sony Pictures']",104088441,106,54088441
The Lost City,2022-03-24,"['Action', 'Adventure', 'Comedy']",English,6.6,2724,128.025,74000000,"['Paramount', 'Fortis Films', '3dot Productions', 'Exhibit A Film']",192907684,112,118907684
Barbie: Skipper and the Big Babysitting Adventure,2023-03-03,"['Family', 'Animation']",English,7.3,26,114.283,0,['Mattel Television'],0,63,0
X,2022-03-17,"['Horror', 'Mystery', 'Thriller']",English,6.8,1918,129.629,10000000,"['A24', 'Little Lamb Productions']",14779858,106,4779858
Strange World,2022-11-23,"['Animation', 'Family', 'Adventure', 'Science Fiction']",English,6.5,936,111.827,180000000,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",73621640,102,-106378360
Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,"['Fantasy', 'Adventure', 'Family']",English,6.8,3515,127.221,200000000,"['Warner Bros. Pictures', 'Heyday Films', 'Brazil Production Services']",406950844,142,206950844
Piggy,2022-10-07,"['Horror', 'Thriller', 'Drama']",Spanish,6.7,361,112.199,2400000,"['Morena Films', 'Backup Media', 'Cerdita AIE']",380512,99,-2019488
Dune,2021-09-15,"['Science Fiction', 'Adventure']",English,7.8,8790,132.516,165000000,['Legendary Pictures'],402027830,155,237027830
20th Century Girl,2022-10-06,"['Romance', 'Drama']",Korean,8.4,448,138.051,119,['Yong Film'],0,119,-119
Candy Land,2023-01-06,"['Horror', 'Thriller']",English,6.6,59,124.032,0,['Roxwell Films'],0,93,0
Evil Eye,2022-09-22,['Horror'],Spanish,6.8,198,108.715,1704500,"['Film Tank', 'Cinépolis Producciones', 'Cinema Máquina']",0,100,-1704500
Fullmetal Alchemist: The Final Alchemy,2022-06-24,"['Action', 'Adventure', 'Fantasy']",Japanese,6.3,150,131.153,0,"['Warner Bros. Japan', 'SQUARE ENIX', 'Oxybot']",0,143,0
Zack Snyder's Justice League,2021-03-18,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",English,8.2,8818,118.937,70000000,"['Warner Bros. Pictures', 'The Stone Quarry', 'Atlas Entertainment', 'Access Entertainment', 'Dune Entertainment', 'DC Films']",0,242,-70000000
Orphan: First Kill,2022-07-27,"['Horror', 'Thriller']",English,6.8,1685,110.014,0,"['Dark Castle Entertainment', 'Entertainment One', 'Eagle Vision']",9572765,99,9572765
BDE,2023-01-20,['Comedy'],French,4.8,68,117.853,0,"['Zoé & Cie', 'Belga Productions', 'Marvelous Productions', 'Amazon']",0,105,0
Close,2022-11-01,['Drama'],French,7.8,368,102.149,0,"['Agat Films & Cie / Ex Nihilo', 'Diaphana Films', 'Topkapi Films', 'Versus Production', 'Menuet', 'Eurimages', 'Les Films Velvet', 'VTM', 'RTBF', 'Vlaams Audiovisueel Fonds', 'Nederlands Fonds voor de Film', 'Canal+', 'Ciné+', 'Sacem', ""Centre du Cinéma et de l'Audiovisuel de la FWB"", 'La Culture avec la Copie Privée', 'Casa Kafka Pictures', 'Screen Flanders', 'Lumière', 'The Match Factory']",3129968,104,3129968
Shang-Chi and the Legend of the Ten Rings,2021-09-01,"['Action', 'Adventure', 'Fantasy']",English,7.6,8013,122.556,150000000,['Marvel Studios'],432243292,132,282243292
Berserk: The Golden Age Arc I - The Egg of the King,2012-02-03,"['Action', 'Adventure', 'Fantasy', 'Animation']",Japanese,7.4,388,137.134,0,"['Beyond C.', 'Graphinica', 'STUDIO4℃', 'Warner Bros. Japan']",0,76,0
High School Teacher: Maturing,1985-01-15,['Drama'],Japanese,6.0,15,100.23,0,['Nikkatsu Corporation'],0,69,0
Teen Wolf: The Movie,2023-01-18,"['Action', 'Fantasy', 'TV Movie']",English,7.7,601,117.673,0,"['MTV Entertainment Studios', 'MGM Television', 'First Cause', 'Capital Arts Entertainment']",0,140,0
Athena,2022-09-09,['Drama'],French,6.6,546,111.431,0,"['Iconoclast', 'Lyly Films']",0,97,0
Dragon Ball Super: Super Hero,2022-06-11,"['Animation', 'Science Fiction', 'Action']",Japanese,7.9,2387,107.895,0,"['Toei Animation', 'Shueisha', 'Fuji Television Network', 'Bandai Namco Entertainment', 'Bird Studios', 'Toei Company']",86562140,99,86562140
The Avengers,2012-04-25,"['Science Fiction', 'Action', 'Adventure']",English,7.7,28543,121.956,220000000,['Marvel Studios'],1518815515,143,1298815515
The Black Phone,2022-06-22,"['Horror', 'Thriller']",English,7.8,3826,111.237,17000000,"['Universal Pictures', 'Blumhouse Productions', 'Crooked Highway']",161440742,103,144440742
Coraline,2009-02-05,"['Animation', 'Family', 'Fantasy']",English,7.8,6567,116.546,60000000,"['Focus Features', 'Laika Entertainment', 'Pandemonium']",124600000,100,64600000
Dungeons & Dragons: Wrath of the Dragon God,2005-09-01,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",English,4.4,96,109.343,0,"['Zinc Entertainment Inc.', 'Skyline Films', 'Studio Hamburg WorldWide Pictures', 'Sweetpea Entertainment']",0,105,0
Glass Onion: A Knives Out Mystery,2022-11-23,"['Comedy', 'Crime', 'Mystery']",English,7.1,4035,110.567,40000000,['T-Street Productions'],13280000,140,-26720000
Fifty Shades of Grey,2015-02-11,"['Drama', 'Romance', 'Thriller']",English,5.9,10888,124.447,40000000,"['Focus Features', 'Michael De Luca Productions', 'Trigger Street Productions']",571006128,125,531006128
Blade of the 47 Ronin,2022-10-25,['Fantasy'],English,6.8,154,141.866,0,['Universal 1440 Entertainment'],0,106,0
DC League of Super-Pets,2022-07-27,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']",English,7.4,1215,107.644,90000000,"['Warner Animation Group', 'DC Entertainment', 'Seven Bucks Productions', 'Animal Logic', 'Warner Bros. Pictures']",203000000,105,113000000
Halfaouine: Boy of the Terraces,1990-09-14,"['Comedy', 'Drama']",Arabic,6.8,31,116.509,0,"['Les Films du Scarabée', 'Cinétéléfilms', 'France Média']",0,98,0
What's Love Got to Do with It?,2023-01-26,"['Romance', 'Comedy']",English,6.4,48,113.569,0,"['Working Title Films', 'Instinct Productions', 'StudioCanal']",0,109,0
Munthiri Kaadu,2023-04-07,"['Drama', 'Action']",Tamil,4.3,3,102.546,0,['Aathi Thiraikalam'],0,178,0
Harry Potter and the Half-Blood Prince,2009-07-07,"['Adventure', 'Fantasy']",English,7.7,17623,130.573,250000000,"['Warner Bros. Pictures', 'Heyday Films']",933959197,153,683959197
Orgasm Inc: The Story of OneTaste,2022-11-05,['Documentary'],English,6.4,57,110.792,0,['Good Thing Going Productions'],0,89,0
Gifted,2017-04-12,"['Drama', 'Comedy']",English,8.1,4788,96.766,7000000,"['Grade A Entertainment', 'Dayday Films', 'FilmNation Entertainment', 'Fox Searchlight Pictures']",40343446,101,33343446
Blue's Big City Adventure,2022-11-18,"['Family', 'Adventure', 'Music', 'Animation']",English,7.4,83,116.033,0,"['Nickelodeon Movies', '9 Story Media Group', 'Brown Bag Films']",0,74,0
Kids vs. Aliens,2023-01-20,"['Science Fiction', 'Horror', 'Adventure', 'Action']",English,6.0,52,115.725,0,"['Bloody Disgusting', 'Cinepocalypse', 'Studio71', 'Shut Up & Colour Pictures', 'Yer Dead Productions']",0,75,0
Papá al rescate,2023-01-05,"['Comedy', 'Family']",Spanish,5.5,16,104.869,0,"['Rizoma Films', 'Frontera Films', 'Leyenda']",0,100,0
Fifty Shades Freed,2018-01-17,"['Drama', 'Romance']",English,6.7,7341,124.56,55000000,"['Universal Pictures', 'Perfect World Pictures']",368307760,105,313307760
365 Days: This Day,2022-04-27,"['Romance', 'Drama']",Polish,5.8,1104,121.896,0,"['Ekipa Sp. z o.o.', 'Future Space', 'Next Film', 'TVN']",0,111,0
The Soccer Football Movie,2022-11-09,"['Animation', 'Comedy', 'Family']",English,6.1,89,107.905,0,['Splash Entertainment'],0,74,0
Abandoned,2022-06-17,"['Horror', 'Mystery', 'Thriller']",English,6.3,219,101.141,0,['Vertical Entertainment'],0,102,0
Mortal Kombat,2021-04-07,"['Action', 'Fantasy', 'Adventure']",English,7.1,5214,100.015,20000000,"['Atomic Monster', 'Broken Road Productions', 'New Line Cinema']",84426031,110,64426031
The Fallout,2021-03-17,['Drama'],English,7.7,766,86.222,0,"['Clear Horizon Entertainment', 'SSS Entertainment']",0,96,0
Night at the Museum: Kahmunrah Rises Again,2022-12-09,"['Animation', 'Comedy', 'Family', 'Fantasy']",English,6.8,198,97.117,0,"['21 Laps Entertainment', '1492 Pictures', 'Walt Disney Pictures']",0,77,0
There's Something Wrong with the Children,2023-01-17,"['Horror', 'Mystery', 'Thriller']",English,6.0,101,105.345,0,"['Epix', 'Blumhouse Television']",0,92,0
Savage Salvation,2022-12-02,['Thriller'],English,6.5,166,113.343,85645,"['River Bay Films', 'Ingenious Media', 'Lucky 13 Productions', 'The Avenue Entertainment', 'Convergence Entertainment', 'Diamond Film Productions', 'Highland Film Group', 'Pimienta', 'BondIt', 'SSS Entertainment', 'Verdi Productions', 'VVS Films']",0,101,-85645
Matadero,2022-12-09,['Drama'],Spanish,6.0,2,99.404,0,"['El Viaje Films', '4 à 4 Productions', 'Prisma Cine', 'Magoya Films']",0,106,0
RRR,2022-03-24,"['Action', 'Drama']",Telugu,7.8,918,121.562,69000000,"['DVV Entertainment', 'Pen Studios', 'Lyca Productions']",160000000,186,91000000
Scream,1996-12-20,"['Crime', 'Horror', 'Mystery']",English,7.4,5853,100.682,15000000,"['Dimension Films', 'Woods Entertainment']",173046663,112,158046663
The School for Good and Evil,2022-10-19,['Fantasy'],English,7.1,954,111.722,0,['Feigco Entertainment'],0,146,0
"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends",2014-12-31,"['Action', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",Japanese,7.2,100,113.096,0,"['Toei Animation', 'Toei Company']",0,105,0
A Good Person,2023-03-23,"['Comedy', 'Drama']",English,7.0,54,103.246,0,"['Killer Films', 'Metro-Goldwyn-Mayer', 'Elevation Pictures']",0,128,0
Detective Knight: Rogue,2022-10-21,"['Action', 'Crime', 'Thriller']",English,6.8,102,99.917,0,"['BondIt Media Capital', 'Buffalo 8', 'Lionsgate']",0,105,0
The Infernal Machine,2022-09-23,"['Thriller', 'Mystery']",English,6.6,182,110.372,0,"['Filmology Finance', 'Moviebox']",0,107,0
Creed,2015-11-25,['Drama'],English,7.4,6685,110.541,37000000,"['Metro-Goldwyn-Mayer', 'New Line Cinema', 'Chartoff-Winkler Productions']",173567581,133,136567581
The Ice Age Adventures of Buck Wild,2022-01-28,"['Animation', 'Comedy', 'Adventure', 'Family']",English,6.7,1495,97.919,0,"['Bardel Entertainment', 'Walt Disney Pictures', '20th Century Studios']",0,82,0
The Wolf of Wall Street,2013-12-25,"['Crime', 'Drama', 'Comedy']",English,8.0,21511,182.936,100000000,"['EMJAG Productions', 'Red Granite Pictures', 'Appian Way', 'Sikelia Productions']",392000000,180,292000000
Harry Potter and the Chamber of Secrets,2002-11-13,"['Adventure', 'Fantasy']",English,7.7,19834,114.175,100000000,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']",876688482,161,776688482
Ranma ½: The Movie 3 — The Super Non-Discriminatory Showdown: Team Ranma vs. the Legendary Phoenix,1994-08-20,"['Animation', 'Comedy']",Japanese,7.7,32,94.483,0,"['Studio Deen', 'Kitty Films']",0,35,0
"Monsters, Inc.",2001-11-01,"['Animation', 'Comedy', 'Family']",English,7.8,16727,97.793,115000000,['Pixar'],579707738,92,464707738
The Ledge,2022-02-18,"['Thriller', 'Adventure']",English,6.6,253,108.672,2500000,"['Head Gear Films', 'Metrol Technology', 'Kreo Films FZ', 'Trigger Films', 'Red Production', 'Evolution Pictures']",0,86,-2500000
The Evil Dead,1981-09-10,['Horror'],English,7.3,3363,112.092,350000,['Renaissance Pictures'],29612367,85,29262367
Hocus Pocus 2,2022-09-27,"['Fantasy', 'Comedy', 'Family']",English,7.4,1375,93.554,30000000,"['Walt Disney Pictures', 'Weimaraner Republic Pictures']",0,107,-30000000
Tangled,2010-11-24,"['Animation', 'Family']",English,7.6,10205,108.671,260000000,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",592461732,100,332461732
There Are No Saints,2022-05-27,"['Action', 'Mystery', 'Thriller']",English,5.3,89,110.42,0,"['Open Window Productions', 'BN Films', 'Itaca Films', 'Itaca Films']",0,105,0
Interstellar,2014-11-05,"['Adventure', 'Drama', 'Science Fiction']",English,8.4,31296,121.151,165000000,"['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']",701729206,169,536729206
Moonfall,2022-02-03,"['Science Fiction', 'Adventure', 'Action']",English,6.4,2388,138.93,146000000,"['Centropolis Entertainment', 'Street Entertainment', 'Lionsgate', 'AGC Studios', 'Summit Entertainment', 'Huayi Brothers Pictures', 'UK Moonfall LLP', 'Tencent Pictures']",67295363,130,-78704637
The Little Mermaid,1989-11-17,"['Animation', 'Family', 'Fantasy']",English,7.3,6975,104.76,40000000,"['Walt Disney Pictures', 'Silver Screen Partners IV', 'Walt Disney Feature Animation']",211343479,83,171343479
MexZombies,2022-10-26,"['Horror', 'Action', 'Comedy']",Spanish,7.1,136,96.907,0,['Draco Films'],0,93,0
Harry Potter and the Prisoner of Azkaban,2004-05-31,"['Adventure', 'Fantasy']",English,8.0,19459,117.831,130000000,"['Warner Bros. Pictures', '1492 Pictures', 'Heyday Films', 'P of A Productions Limited']",789804554,141,659804554
1Up,2022-07-15,['Comedy'],English,5.3,25,101.05,0,"['BuzzFeed Studios', 'Lionsgate', 'CR8IV DNA']",0,100,0
